방송일자,채널명,프로그램시작시간,프로그램종료시간,프로그램명,방송회차명,프로그램장르소분류명,출연진내용,총시청률
20200526,SBS,22,225209,굿캐스팅,10회,미니시리즈,"최강희,이상엽,유인영",4.373582857142857
20200526,JTBC,21,224111,야식남녀,2회,미니시리즈,"정일우,강지영,이학주",0.42953214285714286
20200527,KBS2,21,223151,영혼수선공,13회,미니시리즈,"신하균,정소민,태인호",0.9983035714285714
20200527,KBS2,22,230352,영혼수선공,14회,미니시리즈,"신하균,정소민,태인호",1.2847057142857143
20200527,MBC,21,220314,꼰대인턴,6회,미니시리즈,"박해진,김응수,한지은",3.651005
20200527,JTBC,21,224724,쌍갑포차,3회,미니시리즈,"황정음,육성재,최원영",1.9473964285714287
20200527,tvN,22,240252,오마이베이비,5회,미니시리즈,"장나라,고준,박병은",0.9458542857142856
20200528,KBS2,22,223242,영혼수선공,15회,미니시리즈,"신하균,정소민,태인호",0.7082271428571428
20200528,KBS2,22,230457,영혼수선공,16회,미니시리즈,"신하균,정소민,태인호",0.820112857142857
20200528,MBC,21,220343,꼰대인턴,8회,미니시리즈,"박해진,김응수,한지은",2.316496428571429
20200528,JTBC,21,224952,쌍갑포차,4회,미니시리즈,"황정음,육성재,최원영",1.056407857142857
20200530,SBS,22,223125,더킹영원의군주,13회,미니시리즈,"이민호,김고은,우도환",3.433763571428571
20200530,SBS,22,231718,더킹영원의군주,13회,미니시리즈,"이민호,김고은,우도환",4.421616428571428
20200530,tvN,21,221232,화양연화삶이꽃이되는순간,11회,미니시리즈,"유지태,이보영,진영",1.8576628571428573
20200530,OCN,21,224458,번외수사,2회,미니시리즈,"차태현,이선빈,정상훈",0.6196728571428572
20200530,OCN,22,240112,번외수사,3회,미니시리즈,"차태현,이선빈,정상훈",1.1362307142857142
20200531,tvN,21,221717,화양연화삶이꽃이되는순간,12회,미니시리즈,"유지태,이보영,진영",1.745145714285714
20200531,OCN,21,224448,번외수사,3회,미니시리즈,"차태현,이선빈,정상훈",0.7392814285714285
20200531,OCN,22,240046,번외수사,4회,미니시리즈,"차태현,이선빈,정상훈",1.46302
20200601,KBS2,22,223259,본어게인,25회,미니시리즈,"장기용,장기용,진세연",0.9090607142857142
20200601,KBS2,22,230616,본어게인,26회,미니시리즈,"장기용,장기용,진세연",1.029652142857143
20200601,MBC,21,220619,저녁같이드실래요,5회,미니시리즈,"송승헌,서지혜,이지훈",2.251964285714286
20200601,MBC,22,224433,저녁같이드실래요,6회,미니시리즈,"송승헌,서지혜,이지훈",2.7831985714285716
20200601,SBS,21,221631,굿캐스팅,11회,미니시리즈,"최강희,이상엽,유인영",3.605334285714285
20200601,SBS,22,225155,굿캐스팅,11회,미니시리즈,"최강희,이상엽,유인영",4.459198571428571
20200601,JTBC,21,224111,야식남녀,3회,미니시리즈,"정일우,강지영,이학주",0.36926428571428577
20200601,tvN,22,232818,번외수사,3회,미니시리즈,"차태현,이선빈,정상훈",0.8731599999999998
20200602,KBS2,22,223150,본어게인,27회,미니시리즈,"장기용,장기용,진세연",0.7692549999999999
20200602,KBS2,22,230231,본어게인,28회,미니시리즈,"장기용,장기용,진세연",0.9742857142857143
20200602,MBC,21,221220,저녁같이드실래요,7회,미니시리즈,"송승헌,서지혜,이지훈",1.9734942857142859
20200602,MBC,22,224634,저녁같이드실래요,8회,미니시리즈,"송승헌,서지혜,이지훈",2.0402214285714284
20200602,SBS,21,221833,굿캐스팅,12회,미니시리즈,"최강희,이상엽,유인영",3.1907178571428574
20200602,SBS,22,225254,굿캐스팅,12회,미니시리즈,"최강희,이상엽,유인영",4.211849285714285
20200602,JTBC,21,223930,야식남녀,4회,미니시리즈,"정일우,강지영,이학주",0.5536392857142858
20200602,tvN,21,221844,아는건별로없지만가족입니다,2회,미니시리즈,"한예리,김지석,추자현",1.5189185714285716
20200603,KBS2,22,223028,영혼수선공,17회,미니시리즈,"신하균,정소민,태인호",1.0715957142857142
20200603,KBS2,22,230507,영혼수선공,18회,미니시리즈,"신하균,정소민,태인호",1.2979907142857143
20200603,MBC,21,220050,꼰대인턴,10회,미니시리즈,"박해진,김응수,한지은",3.4472742857142857
20200603,JTBC,21,224547,쌍갑포차,5회,미니시리즈,"황정음,육성재,최원영",1.7971542857142855
20200603,tvN,22,240453,오마이베이비,7회,미니시리즈,"장나라,고준,박병은",0.8037642857142856
20200604,KBS2,22,223116,영혼수선공,19회,미니시리즈,"신하균,정소민,태인호",0.953772857142857
20200604,KBS2,22,230427,영혼수선공,20회,미니시리즈,"신하균,정소민,태인호",1.2712421428571425
20200604,MBC,21,220156,꼰대인턴,12회,미니시리즈,"박해진,김응수,한지은",2.615812857142857
20200604,JTBC,21,224225,쌍갑포차,6회,미니시리즈,"황정음,육성재,최원영",1.4254085714285716
20200604,tvN,21,223559,슬기로운의사생활,,미니시리즈,"조정석,유연석,정경호",4.610939999999999
20200604,tvN,22,235605,오마이베이비,8회,미니시리즈,"장나라,고준,박병은",0.9012471428571428
20200605,SBS,22,222809,더킹영원의군주,14회,미니시리즈,"이민호,김고은,우도환",2.263247857142857
20200605,SBS,22,231320,더킹영원의군주,14회,미니시리즈,"이민호,김고은,우도환",3.821926428571428
20200606,SBS,21,223127,더킹영원의군주,15회,미니시리즈,"이민호,김고은,우도환",3.4155457142857135
20200606,SBS,22,231925,더킹영원의군주,15회,미니시리즈,"이민호,김고은,우도환",4.246192142857142
20200606,tvN,21,221231,화양연화삶이꽃이되는순간,13회,미니시리즈,"유지태,이보영,진영",1.9601535714285714
20200606,OCN,21,224321,번외수사,4회,미니시리즈,"차태현,이선빈,정상훈",0.5822014285714285
20200606,OCN,22,240649,번외수사,5회,미니시리즈,"차태현,이선빈,정상훈",1.548427142857143
20200607,tvN,21,221636,화양연화삶이꽃이되는순간,14회,미니시리즈,"유지태,이보영,진영",1.938132142857143
20200607,OCN,21,224302,번외수사,5회,미니시리즈,"차태현,이선빈,정상훈",1.0654871428571429
20200607,OCN,22,240059,번외수사,6회,미니시리즈,"차태현,이선빈,정상훈",1.4656278571428571
20200608,KBS2,22,222939,본어게인,29회,미니시리즈,"장기용,장기용,진세연",1.2352971428571429
20200608,KBS2,22,230313,본어게인,30회,미니시리즈,"장기용,장기용,진세연",1.0016957142857144
20200608,MBC,21,221038,저녁같이드실래요,9회,미니시리즈,"송승헌,서지혜,이지훈",1.6417907142857142
20200608,MBC,22,224503,저녁같이드실래요,10회,미니시리즈,"송승헌,서지혜,이지훈",1.9826592857142857
20200608,SBS,21,221545,굿캐스팅,13회,미니시리즈,"최강희,이상엽,유인영",2.9480221428571425
20200608,SBS,22,225337,굿캐스팅,13회,미니시리즈,"최강희,이상엽,유인영",4.7574507142857145
20200608,JTBC,21,224305,야식남녀,5회,미니시리즈,"정일우,강지영,이학주",0.35024642857142857
20200608,tvN,21,221847,아는건별로없지만가족입니다,3회,미니시리즈,"한예리,김지석,추자현",1.4378835714285716
20200608,tvN,22,234127,번외수사,5회,미니시리즈,"차태현,이선빈,정상훈",0.8998800000000001
20200609,KBS2,22,223326,본어게인,31회,미니시리즈,"장기용,장기용,진세연",0.6324721428571429
20200609,KBS2,22,230715,본어게인,32회,미니시리즈,"장기용,장기용,진세연",0.97987
20200609,MBC,21,221145,저녁같이드실래요,11회,미니시리즈,"송승헌,서지혜,이지훈",1.4710250000000002
20200609,MBC,22,224534,저녁같이드실래요,12회,미니시리즈,"송승헌,서지혜,이지훈",1.4923485714285714
20200609,SBS,21,221627,굿캐스팅,14회,미니시리즈,"최강희,이상엽,유인영",3.334253571428571
20200609,SBS,22,225224,굿캐스팅,14회,미니시리즈,"최강희,이상엽,유인영",4.794421428571428
20200609,JTBC,21,224044,야식남녀,6회,미니시리즈,"정일우,강지영,이학주",0.267025
20200609,tvN,21,221925,아는건별로없지만가족입니다,4회,미니시리즈,"한예리,김지석,추자현",1.4855949999999998
20200610,KBS2,22,223308,영혼수선공,21회,미니시리즈,"신하균,정소민,태인호",0.7489600000000001
20200610,KBS2,22,230424,영혼수선공,22회,미니시리즈,"신하균,정소민,태인호",0.9127507142857143
20200610,MBC,21,220205,꼰대인턴,14회,미니시리즈,"박해진,김응수,한지은",2.8860585714285714
20200610,JTBC,21,224550,쌍갑포차,7회,미니시리즈,"황정음,육성재,최원영",2.0975207142857144
20200610,tvN,22,240154,오마이베이비,9회,미니시리즈,"장나라,고준,박병은",0.603825
20200611,KBS2,22,223501,영혼수선공,23회,미니시리즈,"신하균,정소민,태인호",0.6674300000000001
20200611,KBS2,22,230355,영혼수선공,24회,미니시리즈,"신하균,정소민,태인호",0.7821735714285715
20200611,MBC,21,220246,꼰대인턴,16회,미니시리즈,"박해진,김응수,한지은",2.7858364285714288
20200611,JTBC,21,224620,쌍갑포차,8회,미니시리즈,"황정음,육성재,최원영",1.365142857142857
20200611,tvN,22,235859,오마이베이비,10회,미니시리즈,"장나라,고준,박병은",1.0834742857142856
20200612,SBS,22,223556,더킹영원의군주,16회,미니시리즈,"이민호,김고은,우도환",3.2382957142857136
20200612,SBS,22,231920,더킹영원의군주,16회,미니시리즈,"이민호,김고은,우도환",4.284343571428571
20200613,tvN,21,221224,화양연화삶이꽃이되는순간,15회,미니시리즈,"유지태,이보영,진영",1.9157764285714285
20200613,OCN,21,224514,번외수사,6회,미니시리즈,"차태현,이선빈,정상훈",0.6506642857142859
20200613,OCN,22,240402,번외수사,7회,미니시리즈,"차태현,이선빈,정상훈",1.77014
20200614,tvN,21,221853,화양연화삶이꽃이되는순간,16회,미니시리즈,"유지태,이보영,진영",2.1654357142857146
20200614,OCN,21,224538,번외수사,7회,미니시리즈,"차태현,이선빈,정상훈",0.7526164285714285
20200614,OCN,22,240621,번외수사,8회,미니시리즈,"차태현,이선빈,정상훈",1.9790842857142859
20200615,MBC,21,221225,저녁같이드실래요,13회,미니시리즈,"송승헌,서지혜,이지훈",1.8390435714285716
20200615,MBC,22,224426,저녁같이드실래요,14회,미니시리즈,"송승헌,서지혜,이지훈",1.9288685714285714
20200615,SBS,21,221705,굿캐스팅,15회,미니시리즈,"최강희,이상엽,유인영",3.6770514285714286
20200615,SBS,22,225315,굿캐스팅,15회,미니시리즈,"최강희,이상엽,유인영",4.461222142857143
20200615,JTBC,21,224146,야식남녀,7회,미니시리즈,"정일우,강지영,이학주",0.41321214285714286
20200615,tvN,21,222203,아는건별로없지만가족입니다,5회,미니시리즈,"한예리,김지석,추자현",1.5303814285714286
20200616,MBC,21,220935,저녁같이드실래요,15회,미니시리즈,"송승헌,서지혜,이지훈",1.7112107142857143
20200616,MBC,22,224406,저녁같이드실래요,16회,미니시리즈,"송승헌,서지혜,이지훈",1.9979371428571426
20200616,SBS,21,221718,굿캐스팅,16회,미니시리즈,"최강희,이상엽,유인영",3.4709292857142855
20200616,SBS,22,225356,굿캐스팅,16회,미니시리즈,"최강희,이상엽,유인영",4.621907142857144
20200616,JTBC,21,224130,야식남녀,8회,미니시리즈,"정일우,강지영,이학주",0.25413071428571427
20200617,KBS2,22,223425,영혼수선공,25회,미니시리즈,"신하균,정소민,태인호",0.7319664285714287
20200617,KBS2,22,230340,영혼수선공,26회,미니시리즈,"신하균,정소민,태인호",1.0818792857142856
20200617,MBC,21,220316,꼰대인턴,18회,미니시리즈,"박해진,김응수,한지은",2.5336721428571427
20200617,JTBC,21,224618,쌍갑포차,9회,미니시리즈,"황정음,육성재,최원영",1.6571650000000002
20200617,tvN,22,240318,오마이베이비,11회,미니시리즈,"장나라,고준,박병은",0.5243792857142857
20200618,KBS2,22,222859,영혼수선공,27회,미니시리즈,"신하균,정소민,태인호",0.7058578571428571
20200618,KBS2,22,230252,영혼수선공,28회,미니시리즈,"신하균,정소민,태인호",0.9941885714285715
20200618,MBC,21,220320,꼰대인턴,20회,미니시리즈,"박해진,김응수,한지은",2.7489914285714288
20200618,JTBC,21,224136,쌍갑포차,10회,미니시리즈,"황정음,육성재,최원영",1.43052
20200618,tvN,22,235840,오마이베이비,12회,미니시리즈,"장나라,고준,박병은",0.7368992857142856
20200619,SBS,22,223247,편의점샛별이,1회,미니시리즈,"지창욱,김유정,한선화",2.3107092857142857
20200619,SBS,22,230750,편의점샛별이,1회,미니시리즈,"지창욱,김유정,한선화",3.3602571428571433
20200620,SBS,22,223710,편의점샛별이,2회,미니시리즈,"지창욱,김유정,한선화",2.0744821428571427
20200620,SBS,22,230644,편의점샛별이,2회,미니시리즈,"지창욱,김유정,한선화",3.4163807142857143
20200620,tvN,21,222657,사이코지만괜찮아,1회,미니시리즈,"김수현,서예지,오정세",3.1704557142857146
20200620,OCN,21,224144,번외수사,8회,미니시리즈,"차태현,이선빈,정상훈",0.33627857142857137
20200620,OCN,22,240037,번외수사,9회,미니시리즈,"차태현,이선빈,정상훈",1.4366914285714285
20200621,tvN,21,223203,사이코지만괜찮아,2회,미니시리즈,"김수현,서예지,오정세",2.5885821428571427
20200621,OCN,21,224312,번외수사,9회,미니시리즈,"차태현,이선빈,정상훈",0.35895428571428567
20200621,OCN,22,240100,번외수사,10회,미니시리즈,"차태현,이선빈,정상훈",1.312735714285714
20200622,MBC,21,221222,저녁같이드실래요,17회,미니시리즈,"송승헌,서지혜,이지훈",1.726172857142857
20200622,MBC,22,224751,저녁같이드실래요,18회,미니시리즈,"송승헌,서지혜,이지훈",2.1922800000000002
20200622,JTBC,21,224425,야식남녀,9회,미니시리즈,"정일우,강지영,이학주",0.5225842857142856
20200622,tvN,21,221704,아는건별로없지만가족입니다,7회,미니시리즈,"한예리,김지석,추자현",1.2278371428571426
20200622,tvN,22,234728,사이코지만괜찮아,1회,미니시리즈,"김수현,서예지,오정세",0.8050957142857144
20200623,MBC,21,221101,저녁같이드실래요,19회,미니시리즈,"송승헌,서지혜,이지훈",1.713735
20200623,MBC,22,224625,저녁같이드실래요,20회,미니시리즈,"송승헌,서지혜,이지훈",2.4826578571428572
20200623,JTBC,21,224453,야식남녀,10회,미니시리즈,"정일우,강지영,이학주",0.20533
20200623,tvN,21,221534,아는건별로없지만가족입니다,8회,미니시리즈,"한예리,김지석,추자현",1.6949142857142856
20200624,KBS2,22,222945,영혼수선공,29회,미니시리즈,"신하균,정소민,태인호",0.6526214285714287
20200624,KBS2,22,230507,영혼수선공,30회,미니시리즈,"신하균,정소민,태인호",1.0155578571428572
20200624,MBC,21,220247,꼰대인턴,22회,미니시리즈,"박해진,김응수,한지은",3.6364692857142864
20200624,JTBC,21,224459,쌍갑포차,11회,미니시리즈,"황정음,육성재,최원영",1.5603907142857143
20200624,tvN,22,240109,오마이베이비,13회,미니시리즈,"장나라,고준,박병은",0.47466
20200625,KBS2,22,223402,영혼수선공,31회,미니시리즈,"신하균,정소민,태인호",0.9539992857142857
20200625,KBS2,22,230525,영혼수선공,32회,미니시리즈,"신하균,정소민,태인호",1.075907142857143
20200625,JTBC,21,230220,쌍갑포차,12회,미니시리즈,"황정음,육성재,최원영",2.296217142857143
20200625,tvN,22,240023,오마이베이비,14회,미니시리즈,"장나라,고준,박병은",0.7040685714285714
20200626,SBS,22,223604,편의점샛별이,3회,미니시리즈,"지창욱,김유정,한선화",2.363712857142857
20200626,SBS,22,230543,편의점샛별이,3회,미니시리즈,"지창욱,김유정,한선화",3.5201435714285716
20200627,SBS,22,223546,편의점샛별이,4회,미니시리즈,"지창욱,김유정,한선화",2.7912435714285713
20200627,SBS,22,230550,편의점샛별이,4회,미니시리즈,"지창욱,김유정,한선화",4.726409285714285
20200627,tvN,21,222933,사이코지만괜찮아,3회,미니시리즈,"김수현,서예지,오정세",3.0275299999999996
20200627,OCN,21,224236,번외수사,10회,미니시리즈,"차태현,이선빈,정상훈",0.3714828571428571
20200627,OCN,22,240042,번외수사,11회,미니시리즈,"차태현,이선빈,정상훈",1.615727857142857
20200628,tvN,21,222821,사이코지만괜찮아,4회,미니시리즈,"김수현,서예지,오정세",2.773317857142857
20200628,OCN,21,224138,번외수사,11회,미니시리즈,"차태현,이선빈,정상훈",1.1110414285714285
20200628,OCN,22,240659,번외수사,12회,미니시리즈,"차태현,이선빈,정상훈",2.2042692857142856
20200629,MBC,21,220712,저녁같이드실래요,21회,미니시리즈,"송승헌,서지혜,이지훈",1.8233949999999999
20200629,MBC,22,223855,저녁같이드실래요,22회,미니시리즈,"송승헌,서지혜,이지훈",2.359009285714286
20200629,JTBC,21,224250,야식남녀,11회,미니시리즈,"정일우,강지영,이학주",0.21591142857142853
20200629,tvN,21,221550,아는건별로없지만가족입니다,9회,미니시리즈,"한예리,김지석,추자현",1.681972142857143
20200630,MBC,21,220003,저녁같이드실래요,23회,미니시리즈,"송승헌,서지혜,이지훈",1.6603857142857146
20200630,MBC,22,223522,저녁같이드실래요,24회,미니시리즈,"송승헌,서지혜,이지훈",2.1191707142857146
20200630,JTBC,21,224448,야식남녀,12회,미니시리즈,"정일우,강지영,이학주",0.34352
20200701,KBS2,21,215812,출사표,1회,미니시리즈,"나나,박성훈,유다인",1.3157157142857143
20200701,KBS2,21,223350,출사표,1회,미니시리즈,"나나,박성훈,유다인",1.5886042857142857
20200701,MBC,21,220251,꼰대인턴,23회,미니시리즈,"박해진,김응수,한지은",2.826118571428572
20200701,MBC,22,224147,꼰대인턴,24회,미니시리즈,"박해진,김응수,한지은",3.518453571428572
20200701,tvN,22,240006,오마이베이비,15회,미니시리즈,"장나라,고준,박병은",0.5990385714285714
20200702,KBS2,21,215515,출사표,2회,미니시리즈,"나나,박성훈,유다인",1.2263885714285716
20200702,KBS2,21,223158,출사표,2회,미니시리즈,"나나,박성훈,유다인",1.4769064285714286
20200702,tvN,22,240213,오마이베이비,16회,미니시리즈,"장나라,고준,박병은",0.8616407142857143
20200703,SBS,22,223234,편의점샛별이,5회,미니시리즈,"지창욱,김유정,한선화",3.2691578571428574
20200703,SBS,22,230457,편의점샛별이,5회,미니시리즈,"지창욱,김유정,한선화",3.987163571428572
20200704,SBS,22,223751,편의점샛별이,6회,미니시리즈,"지창욱,김유정,한선화",2.8601057142857145
20200704,SBS,22,230637,편의점샛별이,6회,미니시리즈,"지창욱,김유정,한선화",4.523245714285714
20200704,tvN,21,214020,사이코지만괜찮아,5회,미니시리즈,"김수현,서예지,오정세",2.2591550000000002
20200704,tvN,21,222753,사이코지만괜찮아,5회,미니시리즈,"김수현,서예지,오정세",2.690222857142857
20200705,tvN,21,214255,사이코지만괜찮아,6회,미니시리즈,"김수현,서예지,오정세",2.6887350000000003
20200705,tvN,21,223033,사이코지만괜찮아,6회,미니시리즈,"김수현,서예지,오정세",2.932127142857143
20200706,KBS2,21,215856,그놈이그놈이다,1회,미니시리즈,"황정음,윤현민,서지훈",1.3579964285714285
20200706,KBS2,22,223728,그놈이그놈이다,1회,미니시리즈,"황정음,윤현민,서지훈",2.1078035714285717
20200706,MBC,21,220126,저녁같이드실래요,25회,미니시리즈,"송승헌,서지혜,이지훈",1.2526585714285716
20200706,MBC,22,223618,저녁같이드실래요,26회,미니시리즈,"송승헌,서지혜,이지훈",1.4145857142857143
20200706,JTBC,21,223203,모범형사,1회,미니시리즈,"손현주,장승조,이엘리야",1.7256485714285714
20200706,tvN,21,221617,아는건별로없지만가족입니다,11회,미니시리즈,"한예리,김지석,추자현",1.6647192857142856
20200707,KBS2,21,215733,그놈이그놈이다,2회,미니시리즈,"황정음,윤현민,서지훈",1.1730464285714286
20200707,KBS2,21,223804,그놈이그놈이다,2회,미니시리즈,"황정음,윤현민,서지훈",2.284227142857143
20200707,MBC,21,220113,저녁같이드실래요,27회,미니시리즈,"송승헌,서지혜,이지훈",1.26539
20200707,MBC,22,223705,저녁같이드실래요,28회,미니시리즈,"송승헌,서지혜,이지훈",1.7166914285714283
20200707,JTBC,21,223127,모범형사,2회,미니시리즈,"손현주,장승조,이엘리야",1.7634042857142858
20200707,tvN,21,221743,아는건별로없지만가족입니다,12회,미니시리즈,"한예리,김지석,추자현",1.7436685714285716
20200708,KBS2,21,220041,출사표,3회,미니시리즈,"나나,박성훈,유다인",1.2610842857142859
20200708,KBS2,22,223639,출사표,3회,미니시리즈,"나나,박성훈,유다인",1.4579992857142856
20200708,MBC,21,215630,미쓰리는알고있다,1회,미니시리즈,"강성연,조한선,박신아",1.9770528571428574
20200708,MBC,21,223052,미쓰리는알고있다,1회,미니시리즈,"강성연,조한선,박신아",2.0619085714285714
20200708,JTBC,21,223912,우리사랑했을까,1회,미니시리즈,"송지효,손호준,송종호",1.3064871428571425
20200709,KBS2,21,220446,출사표,4회,미니시리즈,"나나,박성훈,유다인",1.4664814285714285
20200709,KBS2,22,223710,출사표,4회,미니시리즈,"나나,박성훈,유다인",1.6081571428571428
20200709,MBC,21,220249,미쓰리는알고있다,2회,미니시리즈,"강성연,조한선,박신아",1.5498614285714287
20200709,MBC,22,223334,미쓰리는알고있다,2회,미니시리즈,"강성연,조한선,박신아",1.8362214285714287
20200709,JTBC,21,224056,우리사랑했을까,2회,미니시리즈,"송지효,손호준,송종호",1.0147071428571428
20200710,SBS,22,223232,편의점샛별이,7회,미니시리즈,"지창욱,김유정,한선화",2.1773271428571435
20200710,SBS,22,230907,편의점샛별이,7회,미니시리즈,"지창욱,김유정,한선화",3.269997142857143
20200711,SBS,22,223525,편의점샛별이,8회,미니시리즈,"지창욱,김유정,한선화",2.473923571428571
20200711,SBS,22,230606,편의점샛별이,8회,미니시리즈,"지창욱,김유정,한선화",4.550557857142857
20200711,tvN,21,213808,사이코지만괜찮아,7회,미니시리즈,"김수현,서예지,오정세",2.4405399999999995
20200711,tvN,21,222628,사이코지만괜찮아,7회,미니시리즈,"김수현,서예지,오정세",3.271404285714286
20200711,OCN,22,233102,트레인,1회,미니시리즈,"윤시윤,경수진,신소율",0.4906928571428571
20200712,tvN,21,214223,사이코지만괜찮아,8회,미니시리즈,"김수현,서예지,오정세",2.431527142857143
20200712,tvN,21,223630,사이코지만괜찮아,8회,미니시리즈,"김수현,서예지,오정세",2.9383285714285714
20200712,OCN,21,222047,트레인,1회,미니시리즈,"윤시윤,경수진,신소율",0.4640621428571428
20200712,OCN,22,234334,트레인,2회,미니시리즈,"윤시윤,경수진,신소율",0.6797371428571427
20200713,KBS2,21,220453,그놈이그놈이다,3회,미니시리즈,"황정음,윤현민,서지훈",1.1853985714285713
20200713,KBS2,22,224001,그놈이그놈이다,3회,미니시리즈,"황정음,윤현민,서지훈",1.8101228571428571
20200713,MBC,21,220221,저녁같이드실래요,29회,미니시리즈,"송승헌,서지혜,이지훈",1.0915942857142855
20200713,MBC,22,223454,저녁같이드실래요,30회,미니시리즈,"송승헌,서지혜,이지훈",1.5557328571428573
20200713,JTBC,21,223523,모범형사,3회,미니시리즈,"손현주,장승조,이엘리야",2.0774371428571423
20200713,tvN,21,221331,아는건별로없지만가족입니다,13회,미니시리즈,"한예리,김지석,추자현",1.612567142857143
20200714,KBS2,21,220235,그놈이그놈이다,4회,미니시리즈,"황정음,윤현민,서지훈",1.3501228571428572
20200714,KBS2,22,223833,그놈이그놈이다,4회,미니시리즈,"황정음,윤현민,서지훈",1.792292142857143
20200714,MBC,21,220010,저녁같이드실래요,31회,미니시리즈,"송승헌,서지혜,이지훈",1.5558121428571428
20200714,MBC,22,223447,저녁같이드실래요,32회,미니시리즈,"송승헌,서지혜,이지훈",1.9208021428571431
20200714,JTBC,21,223659,모범형사,4회,미니시리즈,"손현주,장승조,이엘리야",2.415847142857143
20200714,tvN,21,221610,아는건별로없지만가족입니다,14회,미니시리즈,"한예리,김지석,추자현",1.8360235714285713
20200714,OCN,21,225050,트레인,1회,미니시리즈,"윤시윤,경수진,신소율",0.15755500000000003
20200715,KBS2,21,220515,출사표,5회,미니시리즈,"나나,박성훈,유다인",1.3381828571428573
20200715,KBS2,22,223742,출사표,5회,미니시리즈,"나나,박성훈,유다인",1.3572178571428573
20200715,MBC,21,220206,미쓰리는알고있다,3회,미니시리즈,"강성연,조한선,박신아",1.0579671428571429
20200715,MBC,22,223848,미쓰리는알고있다,3회,미니시리즈,"강성연,조한선,박신아",1.6108607142857143
20200715,JTBC,21,223828,우리사랑했을까,3회,미니시리즈,"송지효,손호준,송종호",1.059567857142857
20200716,KBS2,21,220603,출사표,6회,미니시리즈,"나나,박성훈,유다인",1.051942857142857
20200716,KBS2,22,223720,출사표,6회,미니시리즈,"나나,박성훈,유다인",1.486422857142857
20200716,MBC,21,220058,미쓰리는알고있다,4회,미니시리즈,"강성연,조한선,박신아",1.3134185714285713
20200716,MBC,22,223813,미쓰리는알고있다,4회,미니시리즈,"강성연,조한선,박신아",1.320167857142857
20200716,JTBC,21,224009,우리사랑했을까,4회,미니시리즈,"송지효,손호준,송종호",0.88979
20200717,SBS,22,223544,편의점샛별이,9회,미니시리즈,"지창욱,김유정,한선화",3.495785714285714
20200717,SBS,22,230810,편의점샛별이,9회,미니시리즈,"지창욱,김유정,한선화",3.90411
20200718,SBS,22,223608,편의점샛별이,10회,미니시리즈,"지창욱,김유정,한선화",3.3980092857142856
20200718,SBS,22,230644,편의점샛별이,10회,미니시리즈,"지창욱,김유정,한선화",5.160748571428571
20200718,tvN,21,213733,사이코지만괜찮아,9회,미니시리즈,"김수현,서예지,오정세",2.5017735714285716
20200718,tvN,21,222928,사이코지만괜찮아,9회,미니시리즈,"김수현,서예지,오정세",2.731743571428571
20200718,OCN,21,221432,트레인,2회,미니시리즈,"윤시윤,경수진,신소율",0.19598142857142856
20200718,OCN,22,233259,트레인,3회,미니시리즈,"윤시윤,경수진,신소율",0.5467335714285714
20200719,tvN,21,213936,사이코지만괜찮아,10회,미니시리즈,"김수현,서예지,오정세",2.3915257142857143
20200719,tvN,21,223723,사이코지만괜찮아,10회,미니시리즈,"김수현,서예지,오정세",2.7659435714285716
20200719,OCN,21,221820,트레인,3회,미니시리즈,"윤시윤,경수진,신소율",0.2630935714285714
20200719,OCN,22,233751,트레인,4회,미니시리즈,"윤시윤,경수진,신소율",0.643725
20200720,KBS2,21,220541,그놈이그놈이다,5회,미니시리즈,"황정음,윤현민,서지훈",1.3941328571428573
20200720,KBS2,22,223852,그놈이그놈이다,5회,미니시리즈,"황정음,윤현민,서지훈",1.6314821428571429
20200720,JTBC,21,223410,모범형사,5회,미니시리즈,"손현주,장승조,이엘리야",1.893876428571429
20200720,tvN,21,221647,아는건별로없지만가족입니다,15회,미니시리즈,"한예리,김지석,추자현",1.5471092857142856
20200721,KBS2,21,220916,그놈이그놈이다,6회,미니시리즈,"황정음,윤현민,서지훈",1.124672857142857
20200721,KBS2,22,224011,그놈이그놈이다,6회,미니시리즈,"황정음,윤현민,서지훈",1.586625
20200721,JTBC,21,223536,모범형사,6회,미니시리즈,"손현주,장승조,이엘리야",2.2348342857142858
20200721,OCN,22,230325,트레인,3회,미니시리즈,"윤시윤,경수진,신소율",0.1427135714285714
20200722,KBS2,21,220434,출사표,7회,미니시리즈,"나나,박성훈,유다인",1.6152678571428574
20200722,KBS2,22,223838,출사표,7회,미니시리즈,"나나,박성훈,유다인",1.4200085714285713
20200722,MBC,21,215611,십시일반,1회,미니시리즈,"김혜준,오나라,김정영",1.314542857142857
20200722,MBC,21,222651,십시일반,1회,미니시리즈,"김혜준,오나라,김정영",1.782082857142857
20200722,JTBC,21,224102,우리사랑했을까,5회,미니시리즈,"송지효,손호준,송종호",0.8534685714285714
20200723,KBS2,21,220407,출사표,8회,미니시리즈,"나나,박성훈,유다인",1.468402142857143
20200723,KBS2,22,223832,출사표,8회,미니시리즈,"나나,박성훈,유다인",1.4666342857142856
20200723,MBC,21,215818,십시일반,2회,미니시리즈,"김혜준,오나라,김정영",1.201792142857143
20200723,MBC,22,222843,십시일반,2회,미니시리즈,"김혜준,오나라,김정영",1.2466385714285713
20200723,JTBC,21,223247,우리사랑했을까,6회,미니시리즈,"송지효,손호준,송종호",0.8299535714285714
